시군구,행정구역,story
성북구,종암동,"성북구 종암동은 주거지역과 상업지역으로 구성된 지역입니다. 유동인구는 주로 중장년층이 주를 이루며, 주변에 교육시설이 많이 위치하고 있어 교육형 성향이 높습니다. 주변 상권은 소규모의 음식점, 카페, 미용실, 빵집 등 생활 서비스 업체들이 주를 이루기 때문에 생활서비스형 성향이 강합니다. 또한, 소득 수준은 중간정도이며, 주변에는 대형 슈퍼마켓과 백화점 등 대형 유통업체도 위치하고 있습니다. 교통 시설은 지하철 6호선과 4호선이 지나가며, 버스 노선도 많기 때문에 교통 중심지상권에 해당됩니다. 경쟁 환경은 비교적 완화되어 있는 편이며, 지역 상권 업체들은 대체로 지역주민들의 생활에 밀접하게 관련된 업종들이 많습니다."
성북구,월곡1동,"성북구 월곡1동은 대학가 지역으로서, 주로 대학생과 대학 교직원들이 많이 거주하는 지역이다. 따라서 유동인구의 주 연령대는 대부분 20대와 30대로 구성되어 있다. 이 지역의 소비 특성은 교육형 성향이 강하고, 학원, 도서관, 카페 등이 많이 있어 학습과 관련된 일상생활의 일부분이다. 소득 수준은 중간 정도로 나타난다. 또한, 배후 시설은 조용한 주택가와 대학가에서 분담되고 있으며, 교통시설은 지하철 6호선과 4호선이 흐르고 있어 크게 불편하다고 할 수 없다. 경쟁 환경으로는 다수의 학원, 카페, 커뮤니티 스페이스 등이 존재하며, 위생과 친환경적인 접근 방식에 민감한 소비자들이 많아지고 있는 추세이다. 월곡1동은 대학가와 주택가의 조화로 한적하면서도 생활 편의시설이 잘 갖춰져 있는 안정적인 지역으로 볼 수 있다."
성북구,월곡2동,"성북구 월곡2동은 대학가 지역으로, 유동인구가 대부분이 대학생과 주변 주민으로 구성되어 있다. 주로 20대와 30대가 많이 거주하며, 중소 소득층이 대부분으로 가격 경쟁력 있는 상품 수요가 높다. 외식과 카페 문화가 활성화되어 있고, 의류 및 뷰티 산업의 성장으로 생활 서비스형 성향이 강하다. 교통 수단은 지하철 6호선과 4호선이 교차하는 역세권에 위치하여 교통은 편리하다. 기존 대기업들 시장 점유율이 높은 비경쟁적인 환경이며, 대학 주변 많은 인구 유입을 통해서 효과적인 마케팅이 필요하다. 주변의 도서관, 문화 공간 등 배후 시설이 다양하게 위치해 있어 교육형 상권적 특성도 가지고 있다."
성북구,장위1동,"성북구 장위1동은 주택가와 상가가 혼재되어 있는 지역으로 유동인구는 주로 40대와 50대가 주를 이루며, 중소규모 소매 및 생활 서비스 업종이 유독 많은 지역이다. 해당 지역의 소득 수준은 대체로 중위권으로 나타나며, 소비 특성은 생활서비스와 교육 형태의 소매 성향이 크다. 배후 시설은 전철 노선이 위치한 역세권은 있으나, 상대적으로 대학이나 대형 상업 시설이 많지 않아 외식 업종은 규모가 작은 것이 일반적이다. 교통 시설은 비교적 안전하고 교통 소외지대로 인해 도시공간의 평화와 안정성이 좋은 편이다.  경쟁 환경은 낮은 편으로 지역 상권은 상대적으로 비경쟁적인 상황에서 운영되고 있다."
성북구,장위2동,"성북구 장위2동은 주거 지역이 주를 이루어 노후화된 아파트 단지가 위치하고 있는 지역으로, 소득 수준은 중·하위권에 해당한다. 유동인구는 주로 40대와 50대가 많으며, 그들은 주로 교통이 편리한 지역에서 일하는 회사원이나 중·고 마트 근처에서 생활하는 대가족 등이다. 해당 지역은 외식업보다는 식료품 등 생필품 구매에 초점을 맞추고 있기 때문에 유통성향이 높은 걸로 보인다. 소상공인들은 대체로 생활 서비스 업체가 중심이며, 경쟁 환경은 비교적 덜 치열한 편으로 평소와 같은 삶을 유지하고자 하는 저소득층과 고령화와 저출산 등이 특징으로 나타나는 지역인 것 같다."
성북구,장위3동,"성북구 장위3동은 주로 주거지역으로써, 유동인구 규모는 중형에서 소형으로 판단된다. 장위3동의 유동인구는 40대와 50대가 많으며, 주로 생활서비스형, 교육형, 유통형 소비성향이 높은 지역이다. 해당 지역의 소득 수준은 중하위권에 해당한다. 배후시설의 경우 대부분이 주택가와 공원 위주로 구성되어 있으며, 교통시설은 지하철 4호선과 6호선이 지나가기에 교통이 편리한 편이다. 경쟁환경은 비경쟁적인 편이다. 해당 지역의 특징은 주거지역이기 때문에 상권 개발 여력은 제한적이지만, 지하철 노선의 위치와 교육시설 밀집구간이기 때문에 생활서비스형과 교육형으로 유니크한 매장들이 입점하여 많은 이들에게 좋은 인식을 가지고 있는 지역이다."
성북구,석관동,"성북구 석관동은 주택가와 연립 상가가 혼재한 지역으로, 신설동 소재 대학병원과 붙어있어 의료서비스형 성향도 보입니다. 유동인구는 중형 정도이며 주로 20~50대가 많이 이용합니다. 소비 성향은 의료서비스형과 생활서비스형이 골고루 분포해있습니다. 주거지 형태가 많아 소득 수준은 중하위권으로, 배후 시설은 다양한 상점들이 입점한 상가와 근처 대학 등이 있어 대개 학생들이 많이 이용합니다. 교통시설은 지하철 1호선과 6호선이 지나가는 중심지로 교통은 비교적 편리한 편입니다. 경쟁 환경이나 특성적인 매장은 적은 편으로, 주로 입지적인 특성으로 인해 많은 사람들이 이용하는 일반적인 상권으로 판단됩니다."
강북구,삼양동,"강북구 삼양동은 주거지역과 상업이 복합적으로 섞여있는 지역이다. 유동인구 규모는 중형 정도이며, 소비 특성은 생활서비스형과 유통형이 섞인 형태이다. 해당 지역의 소득 수준은 중하위권이며, 배후 시설은 상대적으로 주택가와 전통시장 위주로 구성되어 있다. 교통 시설은 지하철 4호선과 6호선이 집중되어 있고, 버스 노선도 다양하다. 경쟁 환경은 비교적 관대하며, 현지 상인들은 개성있는 매장들을 운영하고 있다. 삼양동은 종로, 신촌 등 인접지역과 달리 자취생과 서민층이 많기 때문에, 저렴하고 맛있는 음식점들, 출장용 코인노래방, PC방 등 다양한 생활 문화 시설들이 인기가 있다."
강북구,미아동,"강북구 미아동은 상대적으로 주택가와 단독주택이 많은 지역으로 유동인구는 비교적 적은 편이다. 대부분의 유동인구는 가족 단위이며, 연령대는 30대 이상이 주를 이루며, 교육 및 생활서비스 형태의 소비성향을 보인다. 해당 지역의 소득 수준은 중하위권이며, 교통 시설은 지하철 4호선을 비롯한 버스로 주로 운행되어 있다. 배후 시설은 대체로 주택가 위주인데, 교육 시설이 주춤한 형태이다. 경쟁 환경 또한 대체로 비경쟁으로 경쟁이 적은 편이다. 즉, 가족 단위의 주거지 요소가 강하게 작용하여 생활 서비스 형태의 매장들에 대한 수요가 많은 것으로 판단된다."
강북구,송중동,"강북구 송중동은 상대적으로 유동인구가 적은 주거지역으로 대형 유통센터나 상업 시설들이 부족한 지역이다. 유동인구는 고연령층과 가족단위가 주를 이루며, 주로 생활서비스 형태의 업소가 많이 위치하고 있다. 해당 지역의 소득 수준은 중하위권이며, 배후 시설은 대체로 주택가 위주 이며, 교통 시설도 지하철 1호선과 6호선 노선이 지나가는 정도로 편리하지 않은 편이다. 따라서, 소모적 부분이 매우 제한적이라 생활서비스형, 여가-오락형, 교육형 등의 소비성향보다는, 외식형과 의료형 성향이 높은 지역으로 판단된다. 또한, 경쟁 환경은 비경쟁으로 매장 수는 적지만, 지역 주민들에게 직접적인 서비스를 제공할 수 있는 가게들이 주를 이루고 있다. 하지만, 경쟁력이 낮은 만큼 지역적인 특성을 고려한 지역 상권 마케팅이 필요한 지역으로 판단된다."
강북구,송천동,"강북구 송천동은 주거지역과 상업시설이 혼재한 지역으로 유동인구는 중형에서 소형 사이에 위치한다. 해당 지역의 전체 유동인구는 대부분 40 ~ 50대의 중장년층으로 구성되며, 여기에는 저소득층이 많은 것으로 추정된다. 소비 특성은 생활 서비스 중심의 소비성향이 강하다. 배후 시설은 큰 상점이 적으며, 대부분은 일반 주택과 아파트 단지가 차지하고 있다. 교통 시설은 지하철과 버스노선이 운행되나 상대적으로 교통이 불편한 역세권 상권으로 분류된다. 경쟁 환경도 상대적으로 덜 치열하며, 비교적 개발된 지역이 아니기 때문에 단기적인 성장 모멘텀은 낮은 편이다."
강북구,삼각산동,"강북구 삼각산동은 주로 주거지역으로서 소규모 상업시설과 편의시설이 분산되어 있는 지역입니다. 유동인구는 40대와 50대가 주를 이루고 있으며, 중소소비성향이 많이 나타납니다. 해당 지역의 소득 수준은 중하위권으로 파악되며 대표적인 배후시설은 공원입니다. 교통 시설은 대중교통이 많지는 않고 자주 이용되는 교통수단은 자동차 이용입니다. 경쟁 환경은 비경쟁인 지역이며, 상권 특성상 주변 지역에 비해 교통 및 편의시설은 다소 불편한 편입니다. 이러한 상황으로 인해, 주민들은 근거리에서 생활에 필요한 물품을 수시로 구입하면서 지내고 있으며, 지역 상권 발전을 위해 현재 새로운 배후 시설의 설립과 교통 수단의 진흥이 요구됩니다."
강북구,번1동,"강북구 번1동은 주거지역과 학교가 위치한 조용한 지역으로, 유동인구의 규모는 중형에서 소형으로 분류할 수 있다. 대부분의 주민들은 40대 이상의 연령대로, 생활서비스형과 교육형 소비성향이 높은 편이다. 해당 지역의 소득 수준은 중하위권에 속하며, 배후 시설은 대부분 주거지역으로 구성되어 있어 상권은 다소 불안정한 편이다.

교통 시설은 지하철 6호선이 운행되고 있지만 번거로운 환승이 필요하므로 교통소외지상권으로 분류할 수 있다. 경쟁 환경은 비경쟁으로 별다른 경쟁 업체가 없어 입점 기회가 많아 지역 상권을 활성화시키는데 도움이 될 수 있으나, 동시에 지역 상권의 성장 가능성이 한정적이다. 이에 따라, 해당 지역은 주민들의 생활에 필요한 서비스나 상품들을 제공하는 것에 초점을 맞추어 발전해야 한다고 생각한다."
강북구,번2동,"강북구 번2동은 주택가와 작은 상업시설들이 조화로이 어우러진 지역으로, 유동인구 규모는 중형으로 볼 수 있다. 연령대는 40대와 50대가 많은 편이며, 생활 서비스 혹은 교육 형태의 소비 성향이 높다고 볼 수 있다. 주위에는 기본적인 편의시설(마트, 음식점)뿐만 아니라, 종합병원, 지자체 시설, 공원 등의 배후시설이 위치하고 있어 자체적인 커뮤니티를 형성하고 있다. 다만, 교통 시설은 지하철역이 없는 만큼 차량이나 버스를 이용하는 경우가 대부분이기 때문에, 교통 소외 지역이라 볼 수 있다. 경쟁 환경은 주변 번화가나 상권과 비교해 경쟁은 자연스럽게 조금 따분하지만, 동네 상권으로는 꽤나 활발한 편이다. 번2동은 주변 지역보다 상대적으로 부유층 비율이 낮아 중소규모의 소상공인들이 일자리 창출에 앞장서고 있으며, 저렴한 가격과 함께 꾸준한 지역 고객층을 유지하며 숨은 보석 같은 지역으로 평가할 수 있다."
강북구,번3동,"강북구 번3동은 주택가가 많은 지역으로써, 상업시설이 그리 밀집하지는 않다. 따라서 유동인구의 규모는 비교적 작은 편이며, 주거지역이라서 대체적으로 가족이 많고 30대 이상의 주중 직장인들이 많아주로 중소형 소비성향이 높은 편이다. 지역의 소득수준은 적극적으로 파악하지 못하였지만, 대체로 중하위권으로 판단 가능하다. 해당 지역은 번화가나 대학가와는 거리가 있어 배후 시설은 기본적인 상점, 음식점, 하나로마트와 같은 대형마트 등이 주로 입점하고 있으며, 생활 서비스 업체가 비교적 양호하게 위치해 있다. 교통 시설은 지하철 6호선이 지나갈 예정으로, 앞으로는 교통개선으로 인한 이동성이 증대될 것으로 예상한다. 경쟁 환경은 상황에 따라 차이가 있겠지만, 수도권 내에 위치한 만큼 경쟁과열로 볼 수 있다. 따라서, 지역적인 특성에 맞추어 다양한 소비층을 유치할 수 있는 색다른 형태의 매장들이 성공할 가능성이 높다."
강북구,수유1동,"강북구 수유1동은 주거지역과 상업지역이 혼재한 지역으로, 유동인구는 일반적으로 중소형 규모이며 대체로 가족 단위의 생활권을 형성한다. 연령대별로 균일한 분포를 보이나, 비교적 높은 연령대가 주를 이룬다. 해당 지역의 소비 특성은 생활서비스형과 유통형이 강하다. 특히, 주변에 대형 마트와 전통 시장들이 위치하여 주변 지역의 생활 소비를 대체하고 있는 것으로 볼 수 있다. 소득 수준은 중하위권으로, 적극적인 소비로는 역부족인 지역으로 볼 수 있다. 배후 시설은 대체로 주거지역 위주이며, 문화 시설 및 쇼핑센터는 번화가와 다소 떨어져 있기 때문에 유동인구를 유지하기 위해서는 유통성이 중요한 팩터가 된다. 교통 시설은 지하철 4호선과 7호선, 버스 노선들이 있어 교통은 비교적 편리한 편에 속한다. 경쟁 환경은 비경쟁적인 분위기가 흐르고, 지역경제는 주거지역과 상업지역의 조합으로 이루어져 있다."
강북구,수유2동,"강북구 수유2동은 상업 시설과 주택 지역이 공존하는 지역으로 상대적으로 유동인구 밀도가 낮은 편이며, 지역주민의 주 연령대는 40대와 50대가 많이 차지한다. 소비 특성은 생활 서비스형과 교육형이 중심이며, 유통형이 그에 이어 따른다. 해당 지역의 주변에는 주택 밀집지역과 아파트 단지, 대형 마트가 위치해 있어 생활 편의시설과 배후 시설은 대체로 만족스럽다. 교통 시설은 지하철 4호선 연신내역과 수유역이 위치해 있으나 주로 차로 이동하는 유저들이 많아 교통 중심지 상권에 해당한다. 소득 수준은 대체로 중하위권으로 판단되며, 경쟁 환경은 비교적 완화된 영역이다. 이러한 특징을 바탕으로 볼 때 수유2동은 주로 지역주민들을 위한 생활 서비스와 교육 기관에 초점을 맞춘 지역 상권으로 판단된다."
강북구,수유3동,"강북구 수유3동은 중소형 상가들이 밀집한 상가 지역이다. 유동인구는 대체적으로 중·장년층이 많아 소득 수준은 중하위권이다. 소비 특성은 생활서비스형과 유통형이 다소 두드러지며, 의료 서비스 형태의 업체들도 많다. 배후 시설은 주거지역과 오피스 밀집지역이 함께 위치하고 있어, 교통 편리성은 지하철 4호선 수유역과 버스 노선이 잘 연결돼 있지만, 중심지인 신촌, 강남, 종로 등과는 차이가 있다. 경쟁 환경은 대체로 비경쟁적이다. 이러한 상권 특성을 고려하여 소상공인들은 대중적인 상품과 서비스를 제공하는 것이 바람직하며, 지역 주민들의 생활에 필요한 가게들이 입점하기에 적격인 지역이다."
강북구,우이동,"강북구 우이동은 저소득 주거지역으로 소비 수준이 낮은 편이다. 유동인구는 대체로 노년층이 많으며, 주변에는 주택가와 일부 소규모 상업시설들이 위치하고 있어서 소형 유통업체들이 중심이 된다. 해당 지역은 생활서비스와 의료서비스 업체들이 주를 이루지만 비교적 규모가 작아 여가-오락형이나 교육형에 비해 소비성향이 제한적이다. 또한, 지하철 노선이 없고 주요 대로변과 인접하게 위치한 것도 아니기 때문에 교통 환경이 우수하지 않은 것이 특징이며, 교통 중심지나 대학가 등과는 거리가 멀어 교통중심지상권이나 교통소외지상권에 해당한다. 경쟁 환경은 일부 마트, 소규모 매장 등이 위치하여 경쟁 대상이 될 수 있지만, 비교적 여유롭고 평화로운 지역으로 판단된다."
강북구,인수동,"강북구 인수동은 주로 주택가 밀집 지역으로, 유동인구는 다소 적은 편이다. 대부분의 주민들이 40대부터 60대까지이며, 소비성향은 주로 생활서비스형과 교육형이 강조된다. 해당 지역의 소득 수준은 중하위권 부근에 위치하며, 배후 시설은 공원과 아파트 단지가 대부분이다. 교통 시설은 지하철 1호선, 지하철 4호선이 지나가며 고속도로도 가까이 위치해있다. 한편, 인근 지역에서 유통업체와 상업시설이 밀집해 있어 주거용 건물은 각각의 공간에서 묶여 있으며, 업무용 건물과 일부 대형 유통업체가 입점한 것으로 보인다. 경쟁 환경은 비경쟁으로 경쟁력이 상대적으로 낮은 편이다."
도봉구,창1동,"도봉구 창1동은 도시계획 특별 관리 대상 지역으로, 소규모 상업시설 및 상주인구가 적어 유동인구 밀도가 낮은 지역입니다. 유동인구의 대부분은 노년층 및 중장년층이 주를 이루며, 주거지역에 가까운 곳에서 소비를 하고자 하는 생활서비스형 소비성향을 보입니다. 해당 지역의 소득 수준은 중하위권에 위치하며, 교통 시설은 지하철 4호선으로만 연결돼 있어 교통소외지역이라고 할 수 있습니다. 배후 시설은 대체로 주택가 위주입니다. 경쟁 환경은 비교적 비경쟁적이며, 주변 지역과 큰 차별점을 보여주는 매장이 없어 유니크한 매장이 부족한 편입니다. 그러나, 주변에 있는 카페 및 식음료점에서 대체로 저렴한 가격과 담백한 맛으로 인기를 끈다는 것이 특징입니다."
도봉구,창2동,"도봉구 창2동은 상업 시설과 대규모 아파트 단지가 위치한 지역입니다. 유동인구는 대체로 중, 고령층이 주류이며, 생활 서비스 업체를 많이 이용하는 소비 특성이 두드러집니다. 소득 수준은 중하위권이며, 교통 시설은 지하철 4호선 창동역과 버스를 이용할 수 있는 정류장 등 다양한 교통 수단이 운행중인 것으로 파악됩니다. 배후 시설은 대체로 아파트 단지 위주이며, 주거지와 업무지역 경계지대이기도 합니다. 경쟁 환경은 비교적 덜 경쟁적인 편이며, 저렴한 가격대의 편의점, 식당, 미용실, 의료 기관 등이 주를 이루고 있습니다. 이러한 특징들로 볼 때, 창2동은 주로 주거와 생활에 초점이 맞춰진 지역으로 판단할 수 있습니다."
도봉구,창3동,"도봉구 창3동은 주택가와 상업시설이 모두 위치한 지역으로 유동인구 규모는 중형에서 소형 정도로 생각된다. 대체로 30대와 40대가 차지하는 비율이 높으며, 소비 특성은 의료형과 생활서비스형이 주를 이루는 편이다. 소득 수준은 중상위에서 중하위수준이며, 배후 시설은 상업시설과 주택가가 골고루 위치한 것으로 파악된다. 교통 시설은 지하철 4호선이 운행되며, 교통중심지상권에 해당된다. 해당 지역은 경쟁과열이 아니라 경쟁이 낮은 편이며, 주변에는 대체적인 상가들이 위치하여 일반적인 매장들이 입점해 있는 것으로 봐서 일반적으로 유지보수가 중요하지만 안정적인 매장 운영이 가능해 보인다."
도봉구,창4동,"도봉구 창4동은 주변에 대학교가 위치하여 대학가 지역으로 분류되는 지역입니다. 유동인구는 대부분 20대와 30대가 주를 이루며, 중소소비성향이 강한 것으로 파악됩니다. 해당 지역의 소득 수준은 중하위권이며, 배후 시설로는 대학교와 주택가가 주를 이루고 있습니다. 교통시설로는 지하철 7호선과 4호선, 버스노선 등 다양한 교통편이 운행되어 문화 강좌나 교육지원업체들이 다수 입점하고 있으며, 교육형 성향이 강합니다. 또한, 주변에는 조용하고 한적한 분위기의 공원이 위치하고 있어 산책과 휴식을 즐기기 위한 유저층이 존재합니다. 경쟁 환경은 비교적 덜 경쟁적이지만, 인근 지역의 대형쇼핑몰과 매장들과 경쟁을 하는 모습도 보입니다."
도봉구,창5동,"도봉구 창5동은 공원과 주택가가 많이 위치한 지역으로 유동인구가 상대적으로 적은 편이다. 대체로 가족이나 중년층의 유동인구가 많으며, 생활서비스 및 교육서비스 형태의 성향이 뚜렷하다. 해당 지역의 소득 수준은 중하위권으로 반면에 차량이나 대중교통을 이용하는 데 불편함이 많은 편이다. 배후 시설은 대부분 주택가와 공원이며, 교통 시설 또한 버스를 중심으로 운행되는 것이 주를 이루고 있다. 또한 경쟁 환경은 비교적 낮으며, 주변 상권들로 부터 적극적으로 고객을 유치하려는 경향이 있다.따라서 창5동은 주로 거주 고객을 타깃으로 한 서비스 분야에서 입점 시 기회가 있으나 복합적인 배경 데이터를 고려하여 입점하기 전 충분한 분석이 수반되어야 할 것이다."
도봉구,도봉1동,"도봉구 도봉1동은 주거 지역이 많고 상업 시설은 서서히 발전하고 있는 지역이다. 유동인구는 중소형으로 주요 연령층은 40대와 50대가 많으며, 생활서비스형과 교육형, 그리고 유통형 소비 증가하는 추세이다. 도봉1동의 주변은 주거 지역이 많아서 주변 배후시설도 가정주변시설로 대부분 구성되어 있으며 교통상권은 북부순환로 복합상권과 중산역 제1상권에 위치한다. 소득 수준이 중하위권으로 낮아 생활서비스 업계는 가격 대비 서비스 질에 맞는 사업 전략이 필요할 것으로 보인다. 경쟁 환경은 현재는 비경쟁이나 새로운 상업 시설이 들어오고 있어 중소기업 및 상인들은 다양한 경쟁 전략이 요구된다."
도봉구,도봉2동,"도봉구 도봉2동은 상계3.4동과 인접한 지역으로 주택가 지역이 대부분이다. 유동인구는 주로 40대 중반 이상의 성인층이 주를 이루며, 중소형 소비성향이 뚜렷하다. 해당 지역의 소득 수준은 중하위권으로, 생활 서비스 업체나 복합 문화 공간 등이 상대적으로 부족한 것이 특징이다. 교통 시설은 상대적으로 불편한 편이고, 대중교통 이용이 주를 이루며, 차량 이용이 적은 지역이다. 배후 시설은 대체로 주택가 위주로 형성되어 있으며, 학교, 공공기관 등이 위치해 있다. 경쟁 환경은 비교적 낮은 편이며, 동네 마켓, 상점, 병원 등 기본 생활 필수 시설 위주로 구성되어 있는 지역의 특성이 있다. 또한, 인접한 상계3.4동과는 달리 상권이 발달하지 않으며, 소규모의 상권만 형성되어 있다."
도봉구,쌍문1동,"도봉구 쌍문1동은 주택가와 단독상가가 섞여 있는 지역으로, 상권의 성격은 중소형에서 소형 규모까지 다양하다. 유동인구의 주 연령대는 30대에서 50대 사이이며, 주로 중소소득층이 활동하는 지역으로 판단된다. 소비 특성은 생활서비스와 의료형 업종에 대한 수요가 높은 것으로 나타나며, 외식과 여가-오락 등 취미에 대한 소비 성향은 상대적으로 낮은 편이다. 배후 시설은 대체로 주택가 위주이며, 대표적인 공간은 쌍문역과 그 주변으로 마트와 편의 시설이 위치해 있다. 교통 상권은 광역교통상권 대신 교통소외지상권으로 분류되며, 지하철 4호선과 4번, 7번 등 다양한 버스 노선이 지나가는 위치로 교통이나 편의 시설 측면에서는 비교적 편리하다. 경쟁 환경은 비교적 덜 경쟁적인 편이나, 매출 부진 상점이 많은 것으로 나타남에 따라 서비스의 질과 다양성, 인테리어나 파사드 등의 쾌적성 향상에 대한 노력이 필요한 지역으로 구분된다."
도봉구,쌍문2동,"도봉구 쌍문2동은 대체로 도심성이 낮은 주택가와 아파트 단지가 혼재된 지역으로 유동인구는 중위수 정도로 판단된다. 해당 지역의 대다수 유동인구는 가족형태를 이루고 있으며, 40대와 50대가 유독 많아 중장년층의 소비가 많이 일어나는 지역이다. 이에따른 소비행태는 생활서비스형과 의료형으로 나눌 수 있으며, 대체로 평범한 중산층으로 중소소득층이나 저소득층이 지배적인 지역으로 판단된다. 지역 내 배후 시설은 대체로 주택중심으로 주택가 패턴을 따르고 있으며, 대부분 차로 이동하여 자신의 일을 처리하는 양상이다. 교통상황은 다소 불편하며, 대중교통이 제한적인 편이고 광역 교통시설이 부족한 외진 대도시로 판단된다. 경쟁환경은 비교적 덜 경쟁적이며, 지역 내 소상공인들 대부분이 동일한 업종을 운영하고 있다. 주변 지역에 대한 접근성과 차이점을 활용한 마케팅 전략 등을 통해 경쟁력을 강화할 필요성이 있다."
도봉구,쌍문3동,"도봉구 쌍문3동은 주로 주거 지역으로서, 유동인구는 상대적으로 적은 편이다. 하지만, 인근에 대학교 및 학원들이 있어 교육형 소비 성향이 높은 지역이라고 볼 수 있다. 주로 중소소규모의 비상업용 건물들로 이루어져 있기 때문에 식음료나 생활 서비스 시설은 많지 않다. 소득 수준은 중하위권으로, 대부분이 중소기업을 운영하는 상인들이 활동하는 지역으로 볼 수 있다. 주변 환경은 대체로 주거 지역 위주이지만, 지하철 4호선 역세권에 위치해 있어 교통 편의성은 어느 정도 보장되고 있다. 경쟁 환경은 쌍문동 전체적으로 비교적 낮은 수준이며, 궁금증을 해결하고자 하는 성격의 상권이 많아 유망성이 있다고 판단할 수 있다."
도봉구,쌍문4동,"도봉구 쌍문4동은 상대적으로 조용한 주거지역으로, 유동인구 규모는 중형에서 소형 정도이다. 대부분의 주민들은 중장년층으로 이루어져 있으며, 일용품 구매나 생필품 구매를 주 목적으로 하고 있기 때문에 생활서비스형 대신 유통형 성향이 더 강한 것으로 판단된다. 해당 지역의 소득 수준은 중하위권이며, 상업시설과 업무시설이 부족한 지역으로 배후 시설 또한 부족한 편이다. 그러나 지하철 4호선이 운행되고 있어 교통 시설은 비교적 우수한 편이다. 경쟁 환경도 비교적 완화되어 있기 때문에, 오히려 창업을 제한하는 요소로 작용할 수도 있다. 결론적으로, 쌍문4동은 주거지역으로서는 조용하면서도 교통 편리성이 있어서 일상적인 생활에 불편함이 없는 반면, 경쟁 규모가 작아 창업이나 상업적 관점에서는 한계가 있을 수 있다."
도봉구,방학1동,"도봉구 방학1동은 주거지역으로 유동인구가 다소 적은 편이다. 주로 중장년층과 고령층이 많이 거주하며, 주변에는 다양한 학교, 병원, 교회 등의 공공시설이 위치하고 있다. 소비 특성은 주변에 큰 쇼핑센터가 위치하지 않아 가정용품과 필수 생필품 등 집안의 생필품 구입에 주로 소비되며, 교육형과 생활서비스형 성향이 높다. 주변 지역에 대형 병원이 위치하여 의료형 성향도 있다고 볼 수 있다. 해당 지역의 소득 수준은 중간정도이며, 배후 시설은 대체로 주거지역 위주로 형성되어 있다. 교통 시설은 지하철 4호선 방학역과 도봉로에 버스노선이 다수 운행되어 있어 대체로 편리한 편이며, 경쟁 환경에서는 비교적 경쟁과열은 아니지만, 소규모의 동네 매장과 대형 할인마트 등이 함께 운영되어 경쟁이 존재한다."
도봉구,방학2동,"도봉구 방학2동은 조용한 주택가 중심지로서 주로 저소득층과 중산층층이 거주하고 있다. 유동인구 규모는 보통이며, 40대와 50대가 다수를 차지하고 있으며, 생활서비스형, 교육형, 유통형 등 다양한 소비 로드맵을 갖고 있다. 해당 지역의 소득 수준은 중하위권으로 근처에 대형 쇼핑몰이나 상업시설이 몰려있지 않아 상권에 약간 부족한 면이 있다. 지역 내 배후 시설은 대체로 숙박시설, 술집, 음식점 등 가족적인 분위기를 주는 업체들이 주를 이루며, 교통 시설은 지하철역이나 버스정류장이 상대적으로 멀리 떨어져 있어 교통에 불편함이 있으나 인근에 관공서들이 밀집해있어서 정부 관련 직장인들의 유입이 어느정도 있을 수 있다. 경쟁 환경은 비교적 원만하며, 해당 지역의 상권 성격은 이미 갈 곳이 있어 어느정도 안정적으로 운영할 수 있는 소규모 상권으로 판단된다."
도봉구,방학3동,"도봉구 방학3동은 주로 주택가로 구성되어 있으며, 소규모의 상업 시설들이 밀집해 있습니다. 유동인구 규모는 중형 정도의 규모를 보이는 편이며, 조용한 분위기 속에서 생활하는 고객층이 많이 있습니다. 이 지역은 주로 대학생과 근처 직장인들로 구성되어 있으며, 대체로 20대와 30대가 많습니다. 소비 특성은 주로 생활 서비스형과 교육형이 우세한 편입니다. 중소소득층이 많이 거주하는 지역으로 저소득층과 고소득층의 비중은 비슷합니다. 지하철 4호선 방학역이 가까이 위치하여 교통 시설이 매우 편리합니다. 또한, 배후 시설은 대부분 주택가이지만, 대형 마트와 백화점 등의 대형 유통업체들이 주변에 위치하고 있습니다. 경쟁 환경은 비교적 낮아 경쟁과열은 아니지만, 규모가 큰 대형 유통업체의 입점이 적고, 현재는 소규모의 가게가 주를 이루고 있습니다."
노원구,월계1동,"노원구 월계1동은 주거지역과 상업지역이 혼재한 지역으로, 대부분의 유동인구는 지역 주민이다. 연령대는 30대 중반부터 60대 후반이 주를 이루며, 주로 생활 서비스형과 의료형, 그리고 중소비소득층의 소비 위주로 구성되어있다. 해당 지역의 배후시설은 패션 아울렛 및 대형 마트 등 대규모 체인점으로 구성되어있으며, 교통 시설은 지하철 4호선, 경춘선 등의 대중교통 수단과 버스 정류장이 많아 교통이 편리한 편이다. 경쟁 환경은 기업체가 입점한 백화점 등 대형 유통업체와 상권이 경쟁하는 환경이지만, 소규모 매장과 다양한 커피숍, 빵집, 음식점 등 생활 편의 시설들이 있어 점차 가족, 커플 등 방문객들이 늘어나고 있다. 따라서 경쟁과열, 소비형태는 생활서비스형, 소득수준은 중소소득층, 배후시설은 대형 유통점과 체인점이 주를 이루며 교통 시설은 대중교통으로 이루어져 있으며, 지역 주민을 대상으로 한 상권으로 파악할 수 있다."
